block_id,block_date,corridor_id,section_id,start_time,end_time,duration_minutes,block_type,approval_status,capacity_level
BLK00458,2026-10-02,C2,S12,2026-10-02 10:00:00,2026-10-02 13:00:00,180,Traffic Block,Approved,Full
BLK00459,2026-10-02,C2,S04,2026-10-02 13:00:00,2026-10-02 16:00:00,180,Engineering Block,Pending,Partial
BLK00460,2026-10-02,C2,S05,2026-10-02 22:00:00,2026-10-03 00:00:00,120,Traffic Block,Approved,Partial
BLK00461,2026-10-02,C3,S06,2026-10-02 00:00:00,2026-10-02 03:00:00,180,Engineering Block,Approved,Partial
BLK00462,2026-10-02,C3,S06,2026-10-02 03:00:00,2026-10-02 06:00:00,180,Traffic Block,Approved,Partial
BLK00463,2026-10-02,C3,S02,2026-10-02 10:00:00,2026-10-02 13:00:00,180,Power Block,Approved,Full
BLK00464,2026-10-02,C3,S07,2026-10-02 13:00:00,2026-10-02 16:00:00,180,Traffic Block,Approved,Partial
BLK00465,2026-10-02,C3,S17,2026-10-02 22:00:00,2026-10-03 00:00:00,120,Power Block,Pending,Partial
BLK00466,2026-10-02,C4,S09,2026-10-02 00:00:00,2026-10-02 03:00:00,180,Traffic Block,Pending,Full
BLK00467,2026-10-02,C4,S10,2026-10-02 03:00:00,2026-10-02 06:00:00,180,Power Block,Approved,Partial
BLK00468,2026-10-02,C4,S09,2026-10-02 10:00:00,2026-10-02 13:00:00,180,Traffic Block,Approved,Partial
BLK00469,2026-10-02,C4,S13,2026-10-02 13:00:00,2026-10-02 16:00:00,180,Engineering Block,Approved,Partial
BLK00470,2026-10-02,C4,S11,2026-10-02 22:00:00,2026-10-03 00:00:00,120,Traffic Block,Approved,Partial
BLK00471,2026-10-02,C5,S12,2026-10-02 00:00:00,2026-10-02 03:00:00,180,Engineering Block,Approved,Full
BLK00472,2026-10-02,C5,S14,2026-10-02 03:00:00,2026-10-02 06:00:00,180,Traffic Block,Approved,Full
BLK00473,2026-10-02,C5,S18,2026-10-02 10:00:00,2026-10-02 13:00:00,180,Power Block,Approved,Full
BLK00474,2026-10-02,C5,S03,2026-10-02 13:00:00,2026-10-02 16:00:00,180,Power Block,Pending,Partial
BLK00475,2026-10-02,C5,S10,2026-10-02 22:00:00,2026-10-03 00:00:00,120,Power Block,Pending,Partial
BLK00476,2026-10-03,C1,S06,2026-10-03 00:00:00,2026-10-03 03:00:00,180,Engineering Block,Approved,Partial
BLK00477,2026-10-03,C1,S15,2026-10-03 03:00:00,2026-10-03 06:00:00,180,Traffic Block,Pending,Partial
BLK00478,2026-10-03,C1,S20,2026-10-03 10:00:00,2026-10-03 13:00:00,180,Power Block,Approved,Full
BLK00479,2026-10-03,C1,S03,2026-10-03 13:00:00,2026-10-03 16:00:00,180,Engineering Block,Pending,Partial
BLK00480,2026-10-03,C1,S12,2026-10-03 22:00:00,2026-10-04 00:00:00,120,Engineering Block,Pending,Full
BLK00481,2026-10-03,C2,S01,2026-10-03 00:00:00,2026-10-03 03:00:00,180,Traffic Block,Pending,Partial
BLK00482,2026-10-03,C2,S02,2026-10-03 03:00:00,2026-10-03 06:00:00,180,Traffic Block,Approved,Full
BLK00483,2026-10-03,C2,S12,2026-10-03 10:00:00,2026-10-03 13:00:00,180,Power Block,Approved,Full
BLK00484,2026-10-03,C2,S20,2026-10-03 13:00:00,2026-10-03 16:00:00,180,Traffic Block,Pending,Partial
BLK00485,2026-10-03,C2,S12,2026-10-03 22:00:00,2026-10-04 00:00:00,120,Power Block,Approved,Full
BLK00486,2026-10-03,C3,S19,2026-10-03 00:00:00,2026-10-03 03:00:00,180,Traffic Block,Pending,Partial
BLK00487,2026-10-03,C3,S13,2026-10-03 03:00:00,2026-10-03 06:00:00,180,Power Block,Pending,Partial
BLK00488,2026-10-03,C3,S08,2026-10-03 10:00:00,2026-10-03 13:00:00,180,Traffic Block,Approved,Full
BLK00489,2026-10-03,C3,S16,2026-10-03 13:00:00,2026-10-03 16:00:00,180,Engineering Block,Approved,Full
BLK00490,2026-10-03,C3,S09,2026-10-03 22:00:00,2026-10-04 00:00:00,120,Power Block,Pending,Partial
BLK00491,2026-10-03,C4,S07,2026-10-03 00:00:00,2026-10-03 03:00:00,180,Engineering Block,Approved,Partial
BLK00492,2026-10-03,C4,S07,2026-10-03 03:00:00,2026-10-03 06:00:00,180,Traffic Block,Approved,Full
BLK00493,2026-10-03,C4,S15,2026-10-03 10:00:00,2026-10-03 13:00:00,180,Traffic Block,Pending,Partial
BLK00494,2026-10-03,C4,S03,2026-10-03 13:00:00,2026-10-03 16:00:00,180,Engineering Block,Approved,Partial
BLK00495,2026-10-03,C4,S03,2026-10-03 22:00:00,2026-10-04 00:00:00,120,Engineering Block,Pending,Partial
BLK00496,2026-10-03,C5,S10,2026-10-03 00:00:00,2026-10-03 03:00:00,180,Traffic Block,Pending,Full
BLK00497,2026-10-03,C5,S12,2026-10-03 03:00:00,2026-10-03 06:00:00,180,Engineering Block,Approved,Full
BLK00498,2026-10-03,C5,S07,2026-10-03 10:00:00,2026-10-03 13:00:00,180,Traffic Block,Approved,Partial
BLK00499,2026-10-03,C5,S01,2026-10-03 13:00:00,2026-10-03 16:00:00,180,Power Block,Pending,Partial
BLK00500,2026-10-03,C5,S15,2026-10-03 22:00:00,2026-10-04 00:00:00,120,Engineering Block,Approved,Full
BLK00501,2026-10-04,C1,S03,2026-10-04 00:00:00,2026-10-04 03:00:00,180,Power Block,Approved,Partial
BLK00502,2026-10-04,C1,S17,2026-10-04 03:00:00,2026-10-04 06:00:00,180,Power Block,Approved,Full
BLK00503,2026-10-04,C1,S05,2026-10-04 10:00:00,2026-10-04 13:00:00,180,Power Block,Pending,Full
BLK00504,2026-10-04,C1,S15,2026-10-04 13:00:00,2026-10-04 16:00:00,180,Power Block,Pending,Partial
BLK00505,2026-10-04,C1,S05,2026-10-04 22:00:00,2026-10-05 00:00:00,120,Engineering Block,Pending,Full
BLK00506,2026-10-04,C2,S05,2026-10-04 00:00:00,2026-10-04 03:00:00,180,Power Block,Pending,Full
BLK00507,2026-10-04,C2,S04,2026-10-04 03:00:00,2026-10-04 06:00:00,180,Engineering Block,Approved,Partial
BLK00508,2026-10-04,C2,S06,2026-10-04 10:00:00,2026-10-04 13:00:00,180,Traffic Block,Approved,Full
BLK00509,2026-10-04,C2,S12,2026-10-04 13:00:00,2026-10-04 16:00:00,180,Engineering Block,Approved,Full
BLK00510,2026-10-04,C2,S09,2026-10-04 22:00:00,2026-10-05 00:00:00,120,Traffic Block,Pending,Partial
BLK00511,2026-10-04,C3,S05,2026-10-04 00:00:00,2026-10-04 03:00:00,180,Engineering Block,Approved,Full
BLK00512,2026-10-04,C3,S17,2026-10-04 03:00:00,2026-10-04 06:00:00,180,Engineering Block,Approved,Full
BLK00513,2026-10-04,C3,S06,2026-10-04 10:00:00,2026-10-04 13:00:00,180,Engineering Block,Pending,Partial
BLK00514,2026-10-04,C3,S19,2026-10-04 13:00:00,2026-10-04 16:00:00,180,Traffic Block,Approved,Full
BLK00515,2026-10-04,C3,S02,2026-10-04 22:00:00,2026-10-05 00:00:00,120,Engineering Block,Pending,Partial
BLK00516,2026-10-04,C4,S07,2026-10-04 00:00:00,2026-10-04 03:00:00,180,Engineering Block,Approved,Full
BLK00517,2026-10-04,C4,S16,2026-10-04 03:00:00,2026-10-04 06:00:00,180,Engineering Block,Pending,Partial
BLK00518,2026-10-04,C4,S10,2026-10-04 10:00:00,2026-10-04 13:00:00,180,Power Block,Approved,Partial
BLK00519,2026-10-04,C4,S10,2026-10-04 13:00:00,2026-10-04 16:00:00,180,Power Block,Approved,Full
BLK00520,2026-10-04,C4,S06,2026-10-04 22:00:00,2026-10-05 00:00:00,120,Power Block,Approved,Partial
BLK00521,2026-10-04,C5,S15,2026-10-04 00:00:00,2026-10-04 03:00:00,180,Traffic Block,Approved,Full
BLK00522,2026-10-04,C5,S11,2026-10-04 03:00:00,2026-10-04 06:00:00,180,Engineering Block,Approved,Partial
BLK00523,2026-10-04,C5,S13,2026-10-04 10:00:00,2026-10-04 13:00:00,180,Traffic Block,Approved,Full
BLK00524,2026-10-04,C5,S11,2026-10-04 13:00:00,2026-10-04 16:00:00,180,Traffic Block,Approved,Full
BLK00525,2026-10-04,C5,S09,2026-10-04 22:00:00,2026-10-05 00:00:00,120,Power Block,Approved,Full
BLK00526,2026-10-05,C1,S04,2026-10-05 00:00:00,2026-10-05 03:00:00,180,Traffic Block,Approved,Partial
BLK00527,2026-10-05,C1,S20,2026-10-05 03:00:00,2026-10-05 06:00:00,180,Power Block,Approved,Full
BLK00528,2026-10-05,C1,S11,2026-10-05 10:00:00,2026-10-05 13:00:00,180,Engineering Block,Pending,Partial
BLK00529,2026-10-05,C1,S07,2026-10-05 13:00:00,2026-10-05 16:00:00,180,Traffic Block,Approved,Partial
BLK00530,2026-10-05,C1,S16,2026-10-05 22:00:00,2026-10-06 00:00:00,120,Power Block,Approved,Full
BLK00531,2026-10-05,C2,S03,2026-10-05 00:00:00,2026-10-05 03:00:00,180,Power Block,Pending,Partial
BLK00532,2026-10-05,C2,S08,2026-10-05 03:00:00,2026-10-05 06:00:00,180,Traffic Block,Pending,Partial
BLK00533,2026-10-05,C2,S02,2026-10-05 10:00:00,2026-10-05 13:00:00,180,Traffic Block,Approved,Partial
BLK00534,2026-10-05,C2,S20,2026-10-05 13:00:00,2026-10-05 16:00:00,180,Engineering Block,Pending,Partial
BLK00535,2026-10-05,C2,S10,2026-10-05 22:00:00,2026-10-06 00:00:00,120,Engineering Block,Approved,Full
BLK00536,2026-10-05,C3,S14,2026-10-05 00:00:00,2026-10-05 03:00:00,180,Traffic Block,Approved,Partial
BLK00537,2026-10-05,C3,S13,2026-10-05 03:00:00,2026-10-05 06:00:00,180,Power Block,Approved,Partial
BLK00538,2026-10-05,C3,S02,2026-10-05 10:00:00,2026-10-05 13:00:00,180,Engineering Block,Pending,Full
BLK00539,2026-10-05,C3,S12,2026-10-05 13:00:00,2026-10-05 16:00:00,180,Engineering Block,Approved,Full
BLK00540,2026-10-05,C3,S13,2026-10-05 22:00:00,2026-10-06 00:00:00,120,Engineering Block,Approved,Partial
BLK00541,2026-10-05,C4,S20,2026-10-05 00:00:00,2026-10-05 03:00:00,180,Engineering Block,Pending,Full
BLK00542,2026-10-05,C4,S05,2026-10-05 03:00:00,2026-10-05 06:00:00,180,Traffic Block,Approved,Partial
BLK00543,2026-10-05,C4,S11,2026-10-05 10:00:00,2026-10-05 13:00:00,180,Engineering Block,Approved,Full
BLK00544,2026-10-05,C4,S07,2026-10-05 13:00:00,2026-10-05 16:00:00,180,Engineering Block,Pending,Partial
BLK00545,2026-10-05,C4,S17,2026-10-05 22:00:00,2026-10-06 00:00:00,120,Traffic Block,Approved,Full
BLK00546,2026-10-05,C5,S05,2026-10-05 00:00:00,2026-10-05 03:00:00,180,Engineering Block,Approved,Partial
BLK00547,2026-10-05,C5,S17,2026-10-05 03:00:00,2026-10-05 06:00:00,180,Power Block,Approved,Full
BLK00548,2026-10-05,C5,S11,2026-10-05 10:00:00,2026-10-05 13:00:00,180,Engineering Block,Approved,Full
BLK00549,2026-10-05,C5,S13,2026-10-05 13:00:00,2026-10-05 16:00:00,180,Engineering Block,Pending,Partial
BLK00550,2026-10-05,C5,S19,2026-10-05 22:00:00,2026-10-06 00:00:00,120,Power Block,Pending,Partial
BLK00551,2026-10-06,C1,S19,2026-10-06 00:00:00,2026-10-06 03:00:00,180,Power Block,Approved,Full
BLK00552,2026-10-06,C1,S12,2026-10-06 03:00:00,2026-10-06 06:00:00,180,Power Block,Pending,Full
BLK00553,2026-10-06,C1,S14,2026-10-06 10:00:00,2026-10-06 13:00:00,180,Engineering Block,Approved,Full
BLK00554,2026-10-06,C1,S20,2026-10-06 13:00:00,2026-10-06 16:00:00,180,Power Block,Approved,Full
BLK00555,2026-10-06,C1,S02,2026-10-06 22:00:00,2026-10-07 00:00:00,120,Engineering Block,Approved,Full
BLK00556,2026-10-06,C2,S17,2026-10-06 00:00:00,2026-10-06 03:00:00,180,Engineering Block,Pending,Partial
BLK00557,2026-10-06,C2,S05,2026-10-06 03:00:00,2026-10-06 06:00:00,180,Engineering Block,Approved,Full
BLK00558,2026-10-06,C2,S19,2026-10-06 10:00:00,2026-10-06 13:00:00,180,Engineering Block,Approved,Full
BLK00559,2026-10-06,C2,S01,2026-10-06 13:00:00,2026-10-06 16:00:00,180,Power Block,Approved,Partial
BLK00560,2026-10-06,C2,S05,2026-10-06 22:00:00,2026-10-07 00:00:00,120,Power Block,Pending,Full
BLK00561,2026-10-06,C3,S14,2026-10-06 00:00:00,2026-10-06 03:00:00,180,Engineering Block,Pending,Partial
BLK00562,2026-10-06,C3,S02,2026-10-06 03:00:00,2026-10-06 06:00:00,180,Engineering Block,Approved,Full
BLK00563,2026-10-06,C3,S18,2026-10-06 10:00:00,2026-10-06 13:00:00,180,Power Block,Pending,Partial
BLK00564,2026-10-06,C3,S17,2026-10-06 13:00:00,2026-10-06 16:00:00,180,Power Block,Approved,Full
BLK00565,2026-10-06,C3,S15,2026-10-06 22:00:00,2026-10-07 00:00:00,120,Engineering Block,Approved,Partial
BLK00566,2026-10-06,C4,S09,2026-10-06 00:00:00,2026-10-06 03:00:00,180,Engineering Block,Approved,Full
BLK00567,2026-10-06,C4,S08,2026-10-06 03:00:00,2026-10-06 06:00:00,180,Power Block,Pending,Partial
BLK00568,2026-10-06,C4,S08,2026-10-06 10:00:00,2026-10-06 13:00:00,180,Power Block,Approved,Full
BLK00569,2026-10-06,C4,S16,2026-10-06 13:00:00,2026-10-06 16:00:00,180,Power Block,Approved,Partial
BLK00570,2026-10-06,C4,S18,2026-10-06 22:00:00,2026-10-07 00:00:00,120,Engineering Block,Approved,Partial
BLK00571,2026-10-06,C5,S04,2026-10-06 00:00:00,2026-10-06 03:00:00,180,Engineering Block,Pending,Partial
BLK00572,2026-10-06,C5,S13,2026-10-06 03:00:00,2026-10-06 06:00:00,180,Power Block,Approved,Partial
BLK00573,2026-10-06,C5,S02,2026-10-06 10:00:00,2026-10-06 13:00:00,180,Power Block,Pending,Full
BLK00574,2026-10-06,C5,S12,2026-10-06 13:00:00,2026-10-06 16:00:00,180,Power Block,Pending,Partial
BLK00575,2026-10-06,C5,S16,2026-10-06 22:00:00,2026-10-07 00:00:00,120,Traffic Block,Approved,Partial
BLK00576,2026-10-07,C1,S18,2026-10-07 00:00:00,2026-10-07 03:00:00,180,Engineering Block,Approved,Full
BLK00577,2026-10-07,C1,S04,2026-10-07 03:00:00,2026-10-07 06:00:00,180,Engineering Block,Pending,Full
BLK00578,2026-10-07,C1,S08,2026-10-07 10:00:00,2026-10-07 13:00:00,180,Traffic Block,Pending,Full
BLK00579,2026-10-07,C1,S08,2026-10-07 13:00:00,2026-10-07 16:00:00,180,Traffic Block,Approved,Partial
BLK00580,2026-10-07,C1,S11,2026-10-07 22:00:00,2026-10-08 00:00:00,120,Engineering Block,Approved,Full
BLK00581,2026-10-07,C2,S05,2026-10-07 00:00:00,2026-10-07 03:00:00,180,Traffic Block,Pending,Full
BLK00582,2026-10-07,C2,S14,2026-10-07 03:00:00,2026-10-07 06:00:00,180,Engineering Block,Approved,Partial
BLK00583,2026-10-07,C2,S07,2026-10-07 10:00:00,2026-10-07 13:00:00,180,Power Block,Approved,Partial
BLK00584,2026-10-07,C2,S02,2026-10-07 13:00:00,2026-10-07 16:00:00,180,Traffic Block,Pending,Full
BLK00585,2026-10-07,C2,S18,2026-10-07 22:00:00,2026-10-08 00:00:00,120,Engineering Block,Pending,Full
BLK00586,2026-10-07,C3,S06,2026-10-07 00:00:00,2026-10-07 03:00:00,180,Power Block,Approved,Full
BLK00587,2026-10-07,C3,S13,2026-10-07 03:00:00,2026-10-07 06:00:00,180,Power Block,Approved,Partial
BLK00588,2026-10-07,C3,S02,2026-10-07 10:00:00,2026-10-07 13:00:00,180,Traffic Block,Approved,Full
BLK00589,2026-10-07,C3,S11,2026-10-07 13:00:00,2026-10-07 16:00:00,180,Power Block,Approved,Partial
BLK00590,2026-10-07,C3,S05,2026-10-07 22:00:00,2026-10-08 00:00:00,120,Engineering Block,Approved,Partial
BLK00591,2026-10-07,C4,S07,2026-10-07 00:00:00,2026-10-07 03:00:00,180,Traffic Block,Approved,Full
BLK00592,2026-10-07,C4,S15,2026-10-07 03:00:00,2026-10-07 06:00:00,180,Engineering Block,Approved,Full
BLK00593,2026-10-07,C4,S01,2026-10-07 10:00:00,2026-10-07 13:00:00,180,Engineering Block,Approved,Partial
BLK00594,2026-10-07,C4,S19,2026-10-07 13:00:00,2026-10-07 16:00:00,180,Engineering Block,Approved,Full
BLK00595,2026-10-07,C4,S20,2026-10-07 22:00:00,2026-10-08 00:00:00,120,Engineering Block,Approved,Partial
BLK00596,2026-10-07,C5,S17,2026-10-07 00:00:00,2026-10-07 03:00:00,180,Power Block,Approved,Partial
BLK00597,2026-10-07,C5,S04,2026-10-07 03:00:00,2026-10-07 06:00:00,180,Traffic Block,Approved,Partial
BLK00598,2026-10-07,C5,S11,2026-10-07 10:00:00,2026-10-07 13:00:00,180,Traffic Block,Approved,Partial
BLK00599,2026-10-07,C5,S13,2026-10-07 13:00:00,2026-10-07 16:00:00,180,Traffic Block,Approved,Partial
BLK00600,2026-10-07,C5,S11,2026-10-07 22:00:00,2026-10-08 00:00:00,120,Power Block,Pending,Full
BLK00601,2026-10-08,C1,S09,2026-10-08 00:00:00,2026-10-08 03:00:00,180,Engineering Block,Approved,Full
BLK00602,2026-10-08,C1,S02,2026-10-08 03:00:00,2026-10-08 06:00:00,180,Engineering Block,Approved,Partial
BLK00603,2026-10-08,C1,S10,2026-10-08 10:00:00,2026-10-08 13:00:00,180,Traffic Block,Approved,Partial
BLK00604,2026-10-08,C1,S04,2026-10-08 13:00:00,2026-10-08 16:00:00,180,Engineering Block,Approved,Partial
BLK00605,2026-10-08,C1,S20,2026-10-08 22:00:00,2026-10-09 00:00:00,120,Traffic Block,Approved,Full
BLK00606,2026-10-08,C2,S16,2026-10-08 00:00:00,2026-10-08 03:00:00,180,Traffic Block,Approved,Partial
BLK00607,2026-10-08,C2,S14,2026-10-08 03:00:00,2026-10-08 06:00:00,180,Engineering Block,Pending,Partial
BLK00608,2026-10-08,C2,S18,2026-10-08 10:00:00,2026-10-08 13:00:00,180,Engineering Block,Approved,Full
BLK00609,2026-10-08,C2,S20,2026-10-08 13:00:00,2026-10-08 16:00:00,180,Traffic Block,Pending,Partial
BLK00610,2026-10-08,C2,S17,2026-10-08 22:00:00,2026-10-09 00:00:00,120,Engineering Block,Approved,Full
BLK00611,2026-10-08,C3,S19,2026-10-08 00:00:00,2026-10-08 03:00:00,180,Traffic Block,Approved,Full
BLK00612,2026-10-08,C3,S19,2026-10-08 03:00:00,2026-10-08 06:00:00,180,Engineering Block,Approved,Full
BLK00613,2026-10-08,C3,S11,2026-10-08 10:00:00,2026-10-08 13:00:00,180,Engineering Block,Approved,Full
BLK00614,2026-10-08,C3,S07,2026-10-08 13:00:00,2026-10-08 16:00:00,180,Engineering Block,Pending,Partial
BLK00615,2026-10-08,C3,S03,2026-10-08 22:00:00,2026-10-09 00:00:00,120,Engineering Block,Approved,Full
BLK00616,2026-10-08,C4,S15,2026-10-08 00:00:00,2026-10-08 03:00:00,180,Traffic Block,Pending,Partial
BLK00617,2026-10-08,C4,S15,2026-10-08 03:00:00,2026-10-08 06:00:00,180,Engineering Block,Approved,Partial
BLK00618,2026-10-08,C4,S10,2026-10-08 10:00:00,2026-10-08 13:00:00,180,Engineering Block,Approved,Partial
BLK00619,2026-10-08,C4,S09,2026-10-08 13:00:00,2026-10-08 16:00:00,180,Traffic Block,Pending,Full
BLK00620,2026-10-08,C4,S19,2026-10-08 22:00:00,2026-10-09 00:00:00,120,Traffic Block,Approved,Partial
BLK00621,2026-10-08,C5,S12,2026-10-08 00:00:00,2026-10-08 03:00:00,180,Engineering Block,Approved,Full
BLK00622,2026-10-08,C5,S03,2026-10-08 03:00:00,2026-10-08 06:00:00,180,Power Block,Approved,Partial
BLK00623,2026-10-08,C5,S14,2026-10-08 10:00:00,2026-10-08 13:00:00,180,Traffic Block,Approved,Partial
BLK00624,2026-10-08,C5,S12,2026-10-08 13:00:00,2026-10-08 16:00:00,180,Power Block,Approved,Partial
BLK00625,2026-10-08,C5,S13,2026-10-08 22:00:00,2026-10-09 00:00:00,120,Traffic Block,Pending,Full
BLK00626,2026-10-09,C1,S12,2026-10-09 00:00:00,2026-10-09 03:00:00,180,Traffic Block,Approved,Partial
BLK00627,2026-10-09,C1,S17,2026-10-09 03:00:00,2026-10-09 06:00:00,180,Traffic Block,Pending,Full
BLK00628,2026-10-09,C1,S01,2026-10-09 10:00:00,2026-10-09 13:00:00,180,Traffic Block,Approved,Partial
BLK00629,2026-10-09,C1,S18,2026-10-09 13:00:00,2026-10-09 16:00:00,180,Power Block,Pending,Partial
BLK00630,2026-10-09,C1,S08,2026-10-09 22:00:00,2026-10-10 00:00:00,120,Traffic Block,Approved,Partial
BLK00631,2026-10-09,C2,S05,2026-10-09 00:00:00,2026-10-09 03:00:00,180,Power Block,Approved,Full
BLK00632,2026-10-09,C2,S02,2026-10-09 03:00:00,2026-10-09 06:00:00,180,Engineering Block,Approved,Full
BLK00633,2026-10-09,C2,S08,2026-10-09 10:00:00,2026-10-09 13:00:00,180,Traffic Block,Approved,Full
BLK00634,2026-10-09,C2,S20,2026-10-09 13:00:00,2026-10-09 16:00:00,180,Traffic Block,Approved,Full
BLK00635,2026-10-09,C2,S08,2026-10-09 22:00:00,2026-10-10 00:00:00,120,Engineering Block,Approved,Partial
BLK00636,2026-10-09,C3,S15,2026-10-09 00:00:00,2026-10-09 03:00:00,180,Traffic Block,Pending,Full
BLK00637,2026-10-09,C3,S02,2026-10-09 03:00:00,2026-10-09 06:00:00,180,Traffic Block,Pending,Partial
BLK00638,2026-10-09,C3,S08,2026-10-09 10:00:00,2026-10-09 13:00:00,180,Engineering Block,Pending,Partial
BLK00639,2026-10-09,C3,S19,2026-10-09 13:00:00,2026-10-09 16:00:00,180,Engineering Block,Pending,Partial
BLK00640,2026-10-09,C3,S08,2026-10-09 22:00:00,2026-10-10 00:00:00,120,Power Block,Approved,Full
BLK00641,2026-10-09,C4,S14,2026-10-09 00:00:00,2026-10-09 03:00:00,180,Power Block,Approved,Full
BLK00642,2026-10-09,C4,S18,2026-10-09 03:00:00,2026-10-09 06:00:00,180,Engineering Block,Pending,Full
BLK00643,2026-10-09,C4,S14,2026-10-09 10:00:00,2026-10-09 13:00:00,180,Engineering Block,Approved,Full
BLK00644,2026-10-09,C4,S12,2026-10-09 13:00:00,2026-10-09 16:00:00,180,Engineering Block,Pending,Partial
BLK00645,2026-10-09,C4,S17,2026-10-09 22:00:00,2026-10-10 00:00:00,120,Power Block,Pending,Partial
BLK00646,2026-10-09,C5,S14,2026-10-09 00:00:00,2026-10-09 03:00:00,180,Traffic Block,Approved,Partial
BLK00647,2026-10-09,C5,S06,2026-10-09 03:00:00,2026-10-09 06:00:00,180,Engineering Block,Approved,Full
BLK00648,2026-10-09,C5,S08,2026-10-09 10:00:00,2026-10-09 13:00:00,180,Power Block,Pending,Full
BLK00649,2026-10-09,C5,S15,2026-10-09 13:00:00,2026-10-09 16:00:00,180,Traffic Block,Pending,Partial
BLK00650,2026-10-09,C5,S14,2026-10-09 22:00:00,2026-10-10 00:00:00,120,Engineering Block,Pending,Full
BLK00651,2026-10-10,C1,S13,2026-10-10 00:00:00,2026-10-10 03:00:00,180,Traffic Block,Approved,Full
BLK00652,2026-10-10,C1,S11,2026-10-10 03:00:00,2026-10-10 06:00:00,180,Engineering Block,Approved,Partial
BLK00653,2026-10-10,C1,S12,2026-10-10 10:00:00,2026-10-10 13:00:00,180,Traffic Block,Pending,Full
BLK00654,2026-10-10,C1,S02,2026-10-10 13:00:00,2026-10-10 16:00:00,180,Power Block,Approved,Full
BLK00655,2026-10-10,C1,S03,2026-10-10 22:00:00,2026-10-11 00:00:00,120,Traffic Block,Pending,Full
BLK00656,2026-10-10,C2,S16,2026-10-10 00:00:00,2026-10-10 03:00:00,180,Traffic Block,Approved,Partial
BLK00657,2026-10-10,C2,S01,2026-10-10 03:00:00,2026-10-10 06:00:00,180,Traffic Block,Approved,Full
BLK00658,2026-10-10,C2,S16,2026-10-10 10:00:00,2026-10-10 13:00:00,180,Traffic Block,Pending,Full
BLK00659,2026-10-10,C2,S13,2026-10-10 13:00:00,2026-10-10 16:00:00,180,Traffic Block,Pending,Partial
BLK00660,2026-10-10,C2,S10,2026-10-10 22:00:00,2026-10-11 00:00:00,120,Power Block,Approved,Partial
BLK00661,2026-10-10,C3,S10,2026-10-10 00:00:00,2026-10-10 03:00:00,180,Power Block,Approved,Partial
BLK00662,2026-10-10,C3,S15,2026-10-10 03:00:00,2026-10-10 06:00:00,180,Traffic Block,Pending,Partial
BLK00663,2026-10-10,C3,S11,2026-10-10 10:00:00,2026-10-10 13:00:00,180,Traffic Block,Approved,Partial
BLK00664,2026-10-10,C3,S14,2026-10-10 13:00:00,2026-10-10 16:00:00,180,Traffic Block,Pending,Full
BLK00665,2026-10-10,C3,S05,2026-10-10 22:00:00,2026-10-11 00:00:00,120,Traffic Block,Approved,Partial
BLK00666,2026-10-10,C4,S10,2026-10-10 00:00:00,2026-10-10 03:00:00,180,Traffic Block,Approved,Partial
BLK00667,2026-10-10,C4,S08,2026-10-10 03:00:00,2026-10-10 06:00:00,180,Power Block,Pending,Full
BLK00668,2026-10-10,C4,S16,2026-10-10 10:00:00,2026-10-10 13:00:00,180,Engineering Block,Pending,Partial
BLK00669,2026-10-10,C4,S09,2026-10-10 13:00:00,2026-10-10 16:00:00,180,Power Block,Pending,Partial
BLK00670,2026-10-10,C4,S15,2026-10-10 22:00:00,2026-10-11 00:00:00,120,Traffic Block,Pending,Partial
BLK00671,2026-10-10,C5,S06,2026-10-10 00:00:00,2026-10-10 03:00:00,180,Traffic Block,Pending,Partial
BLK00672,2026-10-10,C5,S06,2026-10-10 03:00:00,2026-10-10 06:00:00,180,Engineering Block,Pending,Full
BLK00673,2026-10-10,C5,S17,2026-10-10 10:00:00,2026-10-10 13:00:00,180,Traffic Block,Approved,Full
BLK00674,2026-10-10,C5,S01,2026-10-10 13:00:00,2026-10-10 16:00:00,180,Power Block,Approved,Full
BLK00675,2026-10-10,C5,S03,2026-10-10 22:00:00,2026-10-11 00:00:00,120,Engineering Block,Approved,Full
BLK00676,2026-10-11,C1,S07,2026-10-11 00:00:00,2026-10-11 03:00:00,180,Engineering Block,Approved,Partial
BLK00677,2026-10-11,C1,S02,2026-10-11 03:00:00,2026-10-11 06:00:00,180,Engineering Block,Pending,Partial
BLK00678,2026-10-11,C1,S16,2026-10-11 10:00:00,2026-10-11 13:00:00,180,Traffic Block,Approved,Partial
BLK00679,2026-10-11,C1,S01,2026-10-11 13:00:00,2026-10-11 16:00:00,180,Traffic Block,Pending,Partial
BLK00680,2026-10-11,C1,S18,2026-10-11 22:00:00,2026-10-12 00:00:00,120,Power Block,Approved,Partial
BLK00681,2026-10-11,C2,S06,2026-10-11 00:00:00,2026-10-11 03:00:00,180,Traffic Block,Approved,Full
BLK00682,2026-10-11,C2,S08,2026-10-11 03:00:00,2026-10-11 06:00:00,180,Traffic Block,Pending,Partial
BLK00683,2026-10-11,C2,S12,2026-10-11 10:00:00,2026-10-11 13:00:00,180,Power Block,Approved,Full
BLK00684,2026-10-11,C2,S12,2026-10-11 13:00:00,2026-10-11 16:00:00,180,Power Block,Approved,Full
BLK00685,2026-10-11,C2,S08,2026-10-11 22:00:00,2026-10-12 00:00:00,120,Power Block,Pending,Full
