movement_id,train_id,train_type,corridor_id,direction,scheduled_departure,scheduled_arrival,duration_minutes,speed_kmph,is_peak_period,operational_priority
MOV00478,TRN24018,Passenger,C2,UP,2026-10-07 16:00:00,2026-10-07 17:21:00,81,45,False,Medium
MOV00479,TRN24019,Superfast,C3,DOWN,2026-10-07 10:00:00,2026-10-07 11:40:00,100,90,False,High
MOV00480,TRN24020,Passenger,C3,UP,2026-10-07 09:30:00,2026-10-07 11:34:00,124,110,True,Medium
MOV00481,TRN25001,Express,C4,DOWN,2026-10-08 18:45:00,2026-10-08 20:53:00,128,60,True,High
MOV00482,TRN25002,Express,C2,UP,2026-10-08 13:00:00,2026-10-08 13:59:00,59,110,False,High
MOV00483,TRN25003,Freight,C1,DOWN,2026-10-08 00:45:00,2026-10-08 03:03:00,138,130,False,Medium
MOV00484,TRN25004,Freight,C1,UP,2026-10-08 16:15:00,2026-10-08 17:38:00,83,90,False,Medium
MOV00485,TRN25005,Passenger,C2,DOWN,2026-10-08 02:00:00,2026-10-08 04:27:00,147,60,False,Medium
MOV00486,TRN25006,Superfast,C3,DOWN,2026-10-08 02:00:00,2026-10-08 03:34:00,94,60,False,High
MOV00487,TRN25007,Superfast,C1,UP,2026-10-08 13:15:00,2026-10-08 14:15:00,60,75,False,High
MOV00488,TRN25008,Freight,C3,DOWN,2026-10-08 22:30:00,2026-10-08 23:40:00,70,90,False,Medium
MOV00489,TRN25009,Freight,C2,UP,2026-10-08 06:15:00,2026-10-08 08:24:00,129,110,False,Medium
MOV00490,TRN25010,Passenger,C2,UP,2026-10-08 05:45:00,2026-10-08 07:14:00,89,75,False,Medium
MOV00491,TRN25011,Superfast,C1,DOWN,2026-10-08 06:45:00,2026-10-08 07:54:00,69,90,False,High
MOV00492,TRN25012,Freight,C1,UP,2026-10-08 05:30:00,2026-10-08 07:45:00,135,130,False,Medium
MOV00493,TRN25013,Passenger,C2,DOWN,2026-10-08 04:00:00,2026-10-08 06:01:00,121,60,False,Medium
MOV00494,TRN25014,Freight,C4,UP,2026-10-08 21:30:00,2026-10-08 22:33:00,63,60,False,Medium
MOV00495,TRN25015,Passenger,C4,DOWN,2026-10-08 17:15:00,2026-10-08 17:57:00,42,90,True,Medium
MOV00496,TRN25016,Passenger,C2,UP,2026-10-08 00:00:00,2026-10-08 02:16:00,136,60,False,Medium
MOV00497,TRN25017,Express,C2,DOWN,2026-10-08 11:00:00,2026-10-08 12:44:00,104,110,False,High
MOV00498,TRN25018,Freight,C1,UP,2026-10-08 02:15:00,2026-10-08 04:40:00,145,130,False,Medium
MOV00499,TRN25019,Superfast,C2,UP,2026-10-08 10:00:00,2026-10-08 10:35:00,35,90,False,High
MOV00500,TRN25020,Passenger,C2,DOWN,2026-10-08 12:45:00,2026-10-08 13:18:00,33,90,False,Medium
MOV00501,TRN26001,Superfast,C2,DOWN,2026-10-09 06:15:00,2026-10-09 07:20:00,65,75,False,High
MOV00502,TRN26002,Superfast,C2,UP,2026-10-09 19:15:00,2026-10-09 21:07:00,112,75,True,High
MOV00503,TRN26003,Superfast,C4,DOWN,2026-10-09 01:00:00,2026-10-09 02:05:00,65,90,False,High
MOV00504,TRN26004,Express,C4,UP,2026-10-09 20:15:00,2026-10-09 22:05:00,110,110,True,High
MOV00505,TRN26005,Passenger,C4,DOWN,2026-10-09 15:45:00,2026-10-09 16:59:00,74,110,False,Medium
MOV00506,TRN26006,Freight,C4,DOWN,2026-10-09 05:00:00,2026-10-09 06:10:00,70,110,False,Medium
MOV00507,TRN26007,Express,C1,DOWN,2026-10-09 01:45:00,2026-10-09 03:22:00,97,75,False,High
MOV00508,TRN26008,Express,C2,UP,2026-10-09 07:15:00,2026-10-09 08:19:00,64,110,True,High
MOV00509,TRN26009,Passenger,C2,DOWN,2026-10-09 11:15:00,2026-10-09 12:07:00,52,60,False,Medium
MOV00510,TRN26010,Freight,C3,UP,2026-10-09 22:30:00,2026-10-10 00:12:00,102,110,False,Medium
MOV00511,TRN26011,Express,C5,UP,2026-10-09 15:30:00,2026-10-09 16:22:00,52,90,False,High
MOV00512,TRN26012,Passenger,C1,UP,2026-10-09 07:15:00,2026-10-09 07:47:00,32,110,True,Medium
MOV00513,TRN26013,Superfast,C1,DOWN,2026-10-09 19:15:00,2026-10-09 21:28:00,133,60,True,High
MOV00514,TRN26014,Freight,C2,DOWN,2026-10-09 01:00:00,2026-10-09 01:48:00,48,110,False,Medium
MOV00515,TRN26015,Express,C1,DOWN,2026-10-09 02:30:00,2026-10-09 04:30:00,120,130,False,High
MOV00516,TRN26016,Superfast,C5,UP,2026-10-09 10:30:00,2026-10-09 11:41:00,71,60,False,High
MOV00517,TRN26017,Express,C4,DOWN,2026-10-09 20:30:00,2026-10-09 21:22:00,52,130,True,High
MOV00518,TRN26018,Freight,C2,UP,2026-10-09 12:30:00,2026-10-09 14:33:00,123,130,False,Medium
MOV00519,TRN26019,Freight,C2,UP,2026-10-09 00:45:00,2026-10-09 03:03:00,138,110,False,Medium
MOV00520,TRN26020,Passenger,C2,DOWN,2026-10-09 19:15:00,2026-10-09 21:06:00,111,110,True,Medium
MOV00521,TRN27001,Passenger,C4,UP,2026-10-10 10:00:00,2026-10-10 11:00:00,60,75,False,Medium
MOV00522,TRN27002,Freight,C2,UP,2026-10-10 22:30:00,2026-10-10 23:57:00,87,45,False,Medium
MOV00523,TRN27003,Freight,C2,UP,2026-10-10 22:00:00,2026-10-10 23:14:00,74,75,False,Medium
MOV00524,TRN27004,Passenger,C1,UP,2026-10-10 12:45:00,2026-10-10 14:48:00,123,90,False,Medium
MOV00525,TRN27005,Express,C4,DOWN,2026-10-10 12:30:00,2026-10-10 14:09:00,99,90,False,High
MOV00526,TRN27006,Passenger,C4,UP,2026-10-10 05:45:00,2026-10-10 06:24:00,39,45,False,Medium
MOV00527,TRN27007,Freight,C1,DOWN,2026-10-10 08:00:00,2026-10-10 08:39:00,39,75,True,Medium
MOV00528,TRN27008,Express,C4,UP,2026-10-10 02:00:00,2026-10-10 03:13:00,73,110,False,High
MOV00529,TRN27009,Superfast,C1,DOWN,2026-10-10 20:15:00,2026-10-10 22:02:00,107,90,True,High
MOV00530,TRN27010,Express,C1,UP,2026-10-10 10:15:00,2026-10-10 11:09:00,54,90,False,High
MOV00531,TRN27011,Freight,C3,DOWN,2026-10-10 07:00:00,2026-10-10 07:36:00,36,90,True,Medium
MOV00532,TRN27012,Superfast,C2,UP,2026-10-10 11:00:00,2026-10-10 12:24:00,84,45,False,High
MOV00533,TRN27013,Freight,C5,DOWN,2026-10-10 06:00:00,2026-10-10 06:33:00,33,60,False,Medium
MOV00534,TRN27014,Express,C3,UP,2026-10-10 15:00:00,2026-10-10 16:09:00,69,90,False,High
MOV00535,TRN27015,Superfast,C4,DOWN,2026-10-10 02:45:00,2026-10-10 03:38:00,53,75,False,High
MOV00536,TRN27016,Superfast,C3,UP,2026-10-10 14:00:00,2026-10-10 15:03:00,63,90,False,High
MOV00537,TRN27017,Superfast,C3,UP,2026-10-10 08:00:00,2026-10-10 08:49:00,49,130,True,High
MOV00538,TRN27018,Passenger,C1,DOWN,2026-10-10 17:45:00,2026-10-10 19:51:00,126,110,True,Medium
MOV00539,TRN27019,Express,C5,UP,2026-10-10 12:45:00,2026-10-10 14:23:00,98,130,False,High
MOV00540,TRN27020,Superfast,C5,UP,2026-10-10 15:30:00,2026-10-10 16:10:00,40,90,False,High
MOV00541,TRN28001,Passenger,C5,UP,2026-10-11 03:45:00,2026-10-11 04:37:00,52,60,False,Medium
MOV00542,TRN28002,Express,C2,UP,2026-10-11 01:45:00,2026-10-11 02:25:00,40,130,False,High
MOV00543,TRN28003,Superfast,C2,UP,2026-10-11 19:30:00,2026-10-11 20:40:00,70,130,True,High
MOV00544,TRN28004,Passenger,C1,DOWN,2026-10-11 17:45:00,2026-10-11 19:25:00,100,75,True,Medium
MOV00545,TRN28005,Freight,C5,DOWN,2026-10-11 00:45:00,2026-10-11 01:29:00,44,90,False,Medium
MOV00546,TRN28006,Express,C2,UP,2026-10-11 03:00:00,2026-10-11 05:10:00,130,75,False,High
MOV00547,TRN28007,Freight,C4,DOWN,2026-10-11 12:45:00,2026-10-11 14:28:00,103,110,False,Medium
MOV00548,TRN28008,Superfast,C1,UP,2026-10-11 08:45:00,2026-10-11 09:33:00,48,110,True,High
MOV00549,TRN28009,Superfast,C1,DOWN,2026-10-11 10:15:00,2026-10-11 10:51:00,36,130,False,High
MOV00550,TRN28010,Superfast,C3,DOWN,2026-10-11 00:30:00,2026-10-11 02:44:00,134,75,False,High
MOV00551,TRN28011,Freight,C3,DOWN,2026-10-11 22:00:00,2026-10-12 00:21:00,141,60,False,Medium
MOV00552,TRN28012,Express,C3,DOWN,2026-10-11 10:30:00,2026-10-11 12:33:00,123,90,False,High
MOV00553,TRN28013,Passenger,C2,DOWN,2026-10-11 06:45:00,2026-10-11 08:49:00,124,90,False,Medium
MOV00554,TRN28014,Freight,C1,UP,2026-10-11 02:30:00,2026-10-11 04:30:00,120,110,False,Medium
MOV00555,TRN28015,Superfast,C2,UP,2026-10-11 05:15:00,2026-10-11 07:37:00,142,60,False,High
MOV00556,TRN28016,Passenger,C2,UP,2026-10-11 14:00:00,2026-10-11 16:27:00,147,75,False,Medium
MOV00557,TRN28017,Express,C3,DOWN,2026-10-11 14:45:00,2026-10-11 16:36:00,111,45,False,High
MOV00558,TRN28018,Passenger,C2,DOWN,2026-10-11 15:45:00,2026-10-11 16:37:00,52,90,False,Medium
MOV00559,TRN28019,Freight,C3,UP,2026-10-11 08:00:00,2026-10-11 09:06:00,66,45,True,Medium
MOV00560,TRN28020,Superfast,C1,UP,2026-10-11 18:15:00,2026-10-11 20:34:00,139,60,True,High
MOV00561,TRN29001,Express,C2,DOWN,2026-10-12 20:45:00,2026-10-12 22:20:00,95,45,True,High
MOV00562,TRN29002,Passenger,C4,UP,2026-10-12 20:15:00,2026-10-12 22:01:00,106,45,True,Medium
MOV00563,TRN29003,Express,C3,DOWN,2026-10-12 22:30:00,2026-10-12 23:54:00,84,90,False,High
MOV00564,TRN29004,Freight,C4,DOWN,2026-10-12 06:45:00,2026-10-12 07:53:00,68,130,False,Medium
MOV00565,TRN29005,Superfast,C5,UP,2026-10-12 00:30:00,2026-10-12 02:11:00,101,130,False,High
MOV00566,TRN29006,Freight,C3,UP,2026-10-12 15:00:00,2026-10-12 16:13:00,73,75,False,Medium
MOV00567,TRN29007,Freight,C3,DOWN,2026-10-12 20:30:00,2026-10-12 21:24:00,54,60,True,Medium
MOV00568,TRN29008,Express,C1,DOWN,2026-10-12 21:30:00,2026-10-12 23:27:00,117,60,False,High
MOV00569,TRN29009,Passenger,C4,DOWN,2026-10-12 08:45:00,2026-10-12 10:06:00,81,90,True,Medium
MOV00570,TRN29010,Passenger,C5,UP,2026-10-12 10:15:00,2026-10-12 12:12:00,117,110,False,Medium
MOV00571,TRN29011,Superfast,C3,DOWN,2026-10-12 05:15:00,2026-10-12 06:22:00,67,45,False,High
MOV00572,TRN29012,Superfast,C2,DOWN,2026-10-12 17:15:00,2026-10-12 19:12:00,117,75,True,High
MOV00573,TRN29013,Passenger,C2,DOWN,2026-10-12 07:30:00,2026-10-12 08:53:00,83,75,True,Medium
MOV00574,TRN29014,Freight,C3,DOWN,2026-10-12 14:00:00,2026-10-12 15:30:00,90,45,False,Medium
MOV00575,TRN29015,Passenger,C4,UP,2026-10-12 16:00:00,2026-10-12 18:21:00,141,130,False,Medium
MOV00576,TRN29016,Superfast,C5,DOWN,2026-10-12 13:00:00,2026-10-12 15:21:00,141,60,False,High
MOV00577,TRN29017,Express,C2,DOWN,2026-10-12 13:45:00,2026-10-12 14:33:00,48,75,False,High
MOV00578,TRN29018,Express,C1,DOWN,2026-10-12 10:15:00,2026-10-12 11:25:00,70,130,False,High
MOV00579,TRN29019,Passenger,C1,DOWN,2026-10-12 08:15:00,2026-10-12 10:22:00,127,60,True,Medium
MOV00580,TRN29020,Express,C4,UP,2026-10-12 04:45:00,2026-10-12 06:36:00,111,90,False,High
MOV00581,TRN30001,Superfast,C4,DOWN,2026-10-13 12:00:00,2026-10-13 12:34:00,34,110,False,High
MOV00582,TRN30002,Express,C3,UP,2026-10-13 10:15:00,2026-10-13 10:47:00,32,130,False,High
MOV00583,TRN30003,Passenger,C2,UP,2026-10-13 22:30:00,2026-10-13 23:39:00,69,60,False,Medium
MOV00584,TRN30004,Passenger,C4,DOWN,2026-10-13 05:00:00,2026-10-13 07:15:00,135,45,False,Medium
MOV00585,TRN30005,Freight,C3,DOWN,2026-10-13 16:30:00,2026-10-13 17:55:00,85,130,False,Medium
MOV00586,TRN30006,Express,C3,DOWN,2026-10-13 11:15:00,2026-10-13 12:06:00,51,90,False,High
MOV00587,TRN30007,Passenger,C2,UP,2026-10-13 04:15:00,2026-10-13 06:18:00,123,45,False,Medium
MOV00588,TRN30008,Express,C1,DOWN,2026-10-13 22:00:00,2026-10-13 23:18:00,78,130,False,High
MOV00589,TRN30009,Freight,C5,UP,2026-10-13 19:00:00,2026-10-13 20:54:00,114,45,True,Medium
MOV00590,TRN30010,Passenger,C1,UP,2026-10-13 13:45:00,2026-10-13 15:03:00,78,45,False,Medium
MOV00591,TRN30011,Freight,C4,UP,2026-10-13 06:00:00,2026-10-13 07:08:00,68,90,False,Medium
MOV00592,TRN30012,Passenger,C5,DOWN,2026-10-13 19:15:00,2026-10-13 20:38:00,83,45,True,Medium
MOV00593,TRN30013,Passenger,C3,UP,2026-10-13 03:45:00,2026-10-13 04:40:00,55,110,False,Medium
MOV00594,TRN30014,Express,C3,UP,2026-10-13 11:45:00,2026-10-13 12:52:00,67,60,False,High
MOV00595,TRN30015,Passenger,C5,DOWN,2026-10-13 06:45:00,2026-10-13 07:57:00,72,60,False,Medium
MOV00596,TRN30016,Passenger,C1,UP,2026-10-13 03:45:00,2026-10-13 04:34:00,49,45,False,Medium
MOV00597,TRN30017,Passenger,C1,DOWN,2026-10-13 20:15:00,2026-10-13 21:43:00,88,75,True,Medium
MOV00598,TRN30018,Freight,C4,UP,2026-10-13 03:15:00,2026-10-13 05:36:00,141,45,False,Medium
MOV00599,TRN30019,Freight,C3,DOWN,2026-10-13 13:00:00,2026-10-13 13:42:00,42,45,False,Medium
MOV00600,TRN30020,Passenger,C2,UP,2026-10-13 10:30:00,2026-10-13 12:54:00,144,90,False,Medium
